date,product_id,product_name,category,orders,delayed_shipments,avg_delivery_days,delivery_issue_rate,rating
2026-03-16,8,무선 미니 가습기,가전,3,0,1.28,0.0,4.3
2026-03-16,9,탁상용 저소음 선풍기,가전,2,1,1.9,0.3333,3.98
2026-03-16,10,프리미엄 호텔 침구 세트,침실,3,0,1.52,0.0,4.25
2026-03-17,1,감성 무드등,조명,5,0,1.8,0.0,4.47
2026-03-17,2,메모리폼 경추 베개,침실,5,0,1.62,0.0,4.44
2026-03-17,3,원목 핸들 머그컵,주방,10,0,1.76,0.0,4.19
2026-03-17,4,무광 세라믹 접시 세트,주방,9,0,2.29,0.0,3.73
2026-03-17,5,북유럽 패브릭 포스터,인테리어,3,0,2.19,0.0,4.18
2026-03-17,6,대용량 디퓨저,생활,6,0,1.92,0.0,4.54
2026-03-17,7,아로마 캔들 세트,생활,7,1,2.21,0.1429,3.98
2026-03-17,8,무선 미니 가습기,가전,5,0,2.01,0.0,4.16
2026-03-17,9,탁상용 저소음 선풍기,가전,4,0,2.03,0.0,4.12
2026-03-17,10,프리미엄 호텔 침구 세트,침실,2,0,1.43,0.0,4.28
2026-03-18,1,감성 무드등,조명,9,0,1.47,0.0,4.49
2026-03-18,2,메모리폼 경추 베개,침실,6,0,1.83,0.0,4.53
2026-03-18,3,원목 핸들 머그컵,주방,9,0,1.55,0.0,4.16
2026-03-18,4,무광 세라믹 접시 세트,주방,7,0,1.37,0.0,3.94
2026-03-18,5,북유럽 패브릭 포스터,인테리어,6,0,1.94,0.0,4.36
2026-03-18,6,대용량 디퓨저,생활,4,0,1.44,0.0,4.53
2026-03-18,7,아로마 캔들 세트,생활,4,0,2.1,0.0,3.88
2026-03-18,8,무선 미니 가습기,가전,6,0,2.24,0.0,4.24
2026-03-18,9,탁상용 저소음 선풍기,가전,2,1,1.59,0.2,4.0
2026-03-18,10,프리미엄 호텔 침구 세트,침실,5,0,2.29,0.0,4.42
2026-03-19,1,감성 무드등,조명,5,0,1.77,0.0,4.54
2026-03-19,2,메모리폼 경추 베개,침실,3,0,1.56,0.0,4.58
2026-03-19,3,원목 핸들 머그컵,주방,7,0,1.61,0.0,4.16
2026-03-19,4,무광 세라믹 접시 세트,주방,9,0,2.32,0.0,3.84
2026-03-19,5,북유럽 패브릭 포스터,인테리어,3,0,1.53,0.0,4.31
2026-03-19,6,대용량 디퓨저,생활,6,0,1.71,0.0,4.43
2026-03-19,7,아로마 캔들 세트,생활,5,1,1.78,0.125,4.02
2026-03-19,8,무선 미니 가습기,가전,5,0,1.57,0.0,4.38
2026-03-19,9,탁상용 저소음 선풍기,가전,7,0,1.63,0.0,4.0
2026-03-19,10,프리미엄 호텔 침구 세트,침실,6,0,1.7,0.0,4.32
2026-03-20,1,감성 무드등,조명,9,0,2.02,0.0,4.42
2026-03-20,2,메모리폼 경추 베개,침실,4,0,1.97,0.0,4.64
2026-03-20,3,원목 핸들 머그컵,주방,3,0,1.99,0.0,4.27
2026-03-20,4,무광 세라믹 접시 세트,주방,7,1,1.6,0.125,3.67
2026-03-20,5,북유럽 패브릭 포스터,인테리어,3,0,1.71,0.0,4.23
2026-03-20,6,대용량 디퓨저,생활,11,0,1.25,0.0,4.46
2026-03-20,7,아로마 캔들 세트,생활,10,1,1.68,0.0909,3.76
2026-03-20,8,무선 미니 가습기,가전,4,0,1.81,0.0,4.19
2026-03-20,9,탁상용 저소음 선풍기,가전,8,1,1.76,0.125,3.95
2026-03-20,10,프리미엄 호텔 침구 세트,침실,5,0,1.72,0.0,4.34
2026-03-21,1,감성 무드등,조명,12,0,1.8,0.0,4.58
2026-03-21,2,메모리폼 경추 베개,침실,6,2,1.86,0.2222,4.49
2026-03-21,3,원목 핸들 머그컵,주방,5,0,2.01,0.0,4.14
2026-03-21,4,무광 세라믹 접시 세트,주방,7,1,2.04,0.1,3.67
2026-03-21,5,북유럽 패브릭 포스터,인테리어,4,0,1.45,0.0,4.29
2026-03-21,6,대용량 디퓨저,생활,9,0,1.7,0.0,4.43
2026-03-21,7,아로마 캔들 세트,생활,7,0,1.82,0.0,4.03
2026-03-21,8,무선 미니 가습기,가전,9,0,1.35,0.0,4.26
2026-03-21,9,탁상용 저소음 선풍기,가전,7,0,1.8,0.0,4.04
2026-03-21,10,프리미엄 호텔 침구 세트,침실,9,0,2.13,0.0,4.36
2026-03-22,1,감성 무드등,조명,6,0,1.94,0.0,4.37
2026-03-22,2,메모리폼 경추 베개,침실,2,0,1.85,0.0,4.56
2026-03-22,3,원목 핸들 머그컵,주방,5,0,2.0,0.0,4.27
2026-03-22,4,무광 세라믹 접시 세트,주방,5,2,2.27,0.25,3.68
2026-03-22,5,북유럽 패브릭 포스터,인테리어,5,0,1.24,0.0,4.37
2026-03-22,6,대용량 디퓨저,생활,8,1,1.61,0.1,4.42
2026-03-22,7,아로마 캔들 세트,생활,6,3,2.3,0.4286,3.7
2026-03-22,8,무선 미니 가습기,가전,8,1,1.61,0.125,4.3
2026-03-22,9,탁상용 저소음 선풍기,가전,6,0,2.32,0.0,4.17
2026-03-22,10,프리미엄 호텔 침구 세트,침실,9,0,1.6,0.0,4.47
2026-03-23,1,감성 무드등,조명,4,0,1.79,0.0,4.42
2026-03-23,2,메모리폼 경추 베개,침실,6,0,1.7,0.0,4.45
2026-03-23,3,원목 핸들 머그컵,주방,9,0,1.63,0.0,4.2
2026-03-23,4,무광 세라믹 접시 세트,주방,5,1,1.56,0.1667,3.65
2026-03-23,5,북유럽 패브릭 포스터,인테리어,4,0,2.06,0.0,4.28
2026-03-23,6,대용량 디퓨저,생활,4,0,2.05,0.0,4.4
2026-03-23,7,아로마 캔들 세트,생활,5,0,1.61,0.0,3.89
2026-03-23,8,무선 미니 가습기,가전,4,1,2.22,0.1429,4.04
2026-03-23,9,탁상용 저소음 선풍기,가전,1,0,1.54,0.0,3.9
2026-03-23,10,프리미엄 호텔 침구 세트,침실,3,0,1.83,0.0,4.4
2026-03-24,1,감성 무드등,조명,2,0,1.39,0.0,4.36
2026-03-24,2,메모리폼 경추 베개,침실,4,0,1.85,0.0,4.48
2026-03-24,3,원목 핸들 머그컵,주방,11,0,1.48,0.0,4.14
2026-03-24,4,무광 세라믹 접시 세트,주방,11,0,1.58,0.0,3.77
2026-03-24,5,북유럽 패브릭 포스터,인테리어,2,0,1.94,0.0,4.32
2026-03-24,6,대용량 디퓨저,생활,8,0,2.05,0.0,4.4
2026-03-24,7,아로마 캔들 세트,생활,7,1,2.01,0.1,4.0
2026-03-24,8,무선 미니 가습기,가전,5,0,1.34,0.0,4.07
2026-03-24,9,탁상용 저소음 선풍기,가전,4,0,1.96,0.0,4.21
2026-03-24,10,프리미엄 호텔 침구 세트,침실,3,0,1.66,0.0,4.28
2026-03-25,1,감성 무드등,조명,5,0,1.8,0.0,4.39
2026-03-25,2,메모리폼 경추 베개,침실,1,0,1.3,0.0,4.55
2026-03-25,3,원목 핸들 머그컵,주방,11,1,1.98,0.0833,4.11
2026-03-25,4,무광 세라믹 접시 세트,주방,6,0,2.14,0.0,3.7
2026-03-25,5,북유럽 패브릭 포스터,인테리어,4,0,1.78,0.0,4.49
2026-03-25,6,대용량 디퓨저,생활,5,0,2.05,0.0,4.36
2026-03-25,7,아로마 캔들 세트,생활,7,1,2.2,0.1429,4.0
2026-03-25,8,무선 미니 가습기,가전,4,0,1.56,0.0,4.19
2026-03-25,9,탁상용 저소음 선풍기,가전,5,0,2.29,0.0,4.13
2026-03-25,10,프리미엄 호텔 침구 세트,침실,3,1,2.45,0.1667,4.28
2026-03-26,1,감성 무드등,조명,8,0,1.79,0.0,4.59
2026-03-26,2,메모리폼 경추 베개,침실,7,0,1.64,0.0,4.44
2026-03-26,3,원목 핸들 머그컵,주방,8,0,1.75,0.0,4.31
2026-03-26,4,무광 세라믹 접시 세트,주방,10,0,1.78,0.0,3.64
2026-03-26,5,북유럽 패브릭 포스터,인테리어,4,0,1.72,0.0,4.34
2026-03-26,6,대용량 디퓨저,생활,11,0,1.48,0.0,4.49
2026-03-26,7,아로마 캔들 세트,생활,5,0,1.62,0.0,4.04
2026-03-26,8,무선 미니 가습기,가전,6,0,1.77,0.0,4.09
2026-03-26,9,탁상용 저소음 선풍기,가전,4,0,2.09,0.0,4.0
2026-03-26,10,프리미엄 호텔 침구 세트,침실,7,0,1.64,0.0,4.33
2026-03-27,1,감성 무드등,조명,5,1,1.79,0.125,4.49
2026-03-27,2,메모리폼 경추 베개,침실,8,0,1.85,0.0,4.45
2026-03-27,3,원목 핸들 머그컵,주방,3,0,1.82,0.0,4.17
2026-03-27,4,무광 세라믹 접시 세트,주방,6,1,2.16,0.125,3.74
2026-03-27,5,북유럽 패브릭 포스터,인테리어,9,1,1.75,0.1111,4.39
2026-03-27,6,대용량 디퓨저,생활,9,0,1.62,0.0,4.36
2026-03-27,7,아로마 캔들 세트,생활,6,1,1.52,0.125,4.1
2026-03-27,8,무선 미니 가습기,가전,4,1,2.2,0.1667,4.23
2026-03-27,9,탁상용 저소음 선풍기,가전,8,0,2.2,0.0,4.03
2026-03-27,10,프리미엄 호텔 침구 세트,침실,2,0,1.3,0.0,4.39
2026-03-28,1,감성 무드등,조명,7,0,1.96,0.0,4.41
2026-03-28,2,메모리폼 경추 베개,침실,6,0,1.9,0.0,4.49
2026-03-28,3,원목 핸들 머그컵,주방,6,0,1.87,0.0,4.27
2026-03-28,4,무광 세라믹 접시 세트,주방,9,1,2.0,0.1,3.85
2026-03-28,5,북유럽 패브릭 포스터,인테리어,3,0,1.72,0.0,4.25
2026-03-28,6,대용량 디퓨저,생활,8,0,1.77,0.0,4.58
2026-03-28,7,아로마 캔들 세트,생활,8,0,1.91,0.0,3.96
2026-03-28,8,무선 미니 가습기,가전,6,0,1.53,0.0,4.13
2026-03-28,9,탁상용 저소음 선풍기,가전,9,0,1.33,0.0,4.11
2026-03-28,10,프리미엄 호텔 침구 세트,침실,6,0,1.32,0.0,4.34
2026-03-29,1,감성 무드등,조명,7,0,1.61,0.0,4.4
2026-03-29,2,메모리폼 경추 베개,침실,5,0,1.65,0.0,4.49
2026-03-29,3,원목 핸들 머그컵,주방,5,0,2.29,0.0,4.2
2026-03-29,4,무광 세라믹 접시 세트,주방,10,2,2.2,0.1538,3.87
2026-03-29,5,북유럽 패브릭 포스터,인테리어,6,0,2.04,0.0,4.41
2026-03-29,6,대용량 디퓨저,생활,7,1,1.71,0.1,4.45
2026-03-29,7,아로마 캔들 세트,생활,11,0,1.73,0.0,3.92
2026-03-29,8,무선 미니 가습기,가전,8,0,1.88,0.0,4.22
2026-03-29,9,탁상용 저소음 선풍기,가전,8,0,1.89,0.0,4.0
2026-03-29,10,프리미엄 호텔 침구 세트,침실,7,0,1.36,0.0,4.44
2026-03-30,1,감성 무드등,조명,5,0,1.52,0.0,4.42
2026-03-30,2,메모리폼 경추 베개,침실,3,0,1.02,0.0,4.55
2026-03-30,3,원목 핸들 머그컵,주방,8,0,1.77,0.0,4.31
2026-03-30,4,무광 세라믹 접시 세트,주방,9,1,2.0,0.1,3.9
2026-03-30,5,북유럽 패브릭 포스터,인테리어,4,0,1.59,0.0,4.43
2026-03-30,6,대용량 디퓨저,생활,7,0,1.96,0.0,4.35
2026-03-30,7,아로마 캔들 세트,생활,6,0,1.84,0.0,3.97
2026-03-30,8,무선 미니 가습기,가전,3,0,1.49,0.0,4.18
2026-03-30,9,탁상용 저소음 선풍기,가전,5,2,2.21,0.25,4.06
2026-03-30,10,프리미엄 호텔 침구 세트,침실,4,0,1.86,0.0,4.44
2026-03-31,1,감성 무드등,조명,6,0,2.02,0.0,4.48
2026-03-31,2,메모리폼 경추 베개,침실,1,0,1.84,0.0,4.5
2026-03-31,3,원목 핸들 머그컵,주방,8,0,1.68,0.0,4.31
2026-03-31,4,무광 세라믹 접시 세트,주방,5,0,2.44,0.0,3.8
2026-03-31,5,북유럽 패브릭 포스터,인테리어,5,0,2.21,0.0,4.4
2026-03-31,6,대용량 디퓨저,생활,5,0,1.77,0.0,4.36
2026-03-31,7,아로마 캔들 세트,생활,6,0,1.98,0.0,4.01
2026-03-31,8,무선 미니 가습기,가전,6,0,1.72,0.0,4.22
2026-03-31,9,탁상용 저소음 선풍기,가전,2,0,1.81,0.0,4.04
2026-03-31,10,프리미엄 호텔 침구 세트,침실,4,0,1.76,0.0,4.44
2026-04-01,1,감성 무드등,조명,8,1,1.77,0.125,4.38
2026-04-01,2,메모리폼 경추 베개,침실,4,0,1.71,0.0,4.46
2026-04-01,3,원목 핸들 머그컵,주방,8,0,1.97,0.0,4.15
2026-04-01,4,무광 세라믹 접시 세트,주방,6,3,2.0,0.3333,3.71
2026-04-01,5,북유럽 패브릭 포스터,인테리어,6,0,2.56,0.0,4.41
2026-04-01,6,대용량 디퓨저,생활,10,0,1.77,0.0,4.46
2026-04-01,7,아로마 캔들 세트,생활,3,0,1.8,0.0,3.81
2026-04-01,8,무선 미니 가습기,가전,5,1,2.41,0.1667,4.26
2026-04-01,9,탁상용 저소음 선풍기,가전,5,0,1.81,0.0,3.93
2026-04-01,10,프리미엄 호텔 침구 세트,침실,6,0,1.73,0.0,4.36
2026-04-02,1,감성 무드등,조명,9,0,1.7,0.0,4.52
2026-04-02,2,메모리폼 경추 베개,침실,6,0,2.06,0.0,4.44
2026-04-02,3,원목 핸들 머그컵,주방,11,0,1.53,0.0,4.08
2026-04-02,4,무광 세라믹 접시 세트,주방,5,0,2.03,0.0,3.87
2026-04-02,5,북유럽 패브릭 포스터,인테리어,5,0,1.7,0.0,4.41
2026-04-02,6,대용량 디퓨저,생활,8,0,2.02,0.0,4.41
2026-04-02,7,아로마 캔들 세트,생활,9,1,1.46,0.1,3.89
2026-04-02,8,무선 미니 가습기,가전,8,1,1.96,0.0909,4.08
2026-04-02,9,탁상용 저소음 선풍기,가전,2,0,2.14,0.0,3.97
2026-04-02,10,프리미엄 호텔 침구 세트,침실,2,0,1.74,0.0,4.29
2026-04-03,1,감성 무드등,조명,7,0,1.88,0.0,4.44
2026-04-03,2,메모리폼 경추 베개,침실,3,2,2.16,0.4,4.37
2026-04-03,3,원목 핸들 머그컵,주방,7,0,1.58,0.0,4.14
2026-04-03,4,무광 세라믹 접시 세트,주방,6,0,2.17,0.0,3.74
2026-04-03,5,북유럽 패브릭 포스터,인테리어,6,1,1.65,0.1667,4.35
2026-04-03,6,대용량 디퓨저,생활,9,0,1.61,0.0,4.71
2026-04-03,7,아로마 캔들 세트,생활,9,1,1.88,0.0909,3.9
2026-04-03,8,무선 미니 가습기,가전,6,0,2.22,0.0,4.16
2026-04-03,9,탁상용 저소음 선풍기,가전,5,1,1.92,0.125,4.08
2026-04-03,10,프리미엄 호텔 침구 세트,침실,2,1,1.63,0.2,4.4
2026-04-04,1,감성 무드등,조명,9,0,1.57,0.0,4.65
2026-04-04,2,메모리폼 경추 베개,침실,6,0,1.79,0.0,4.59
2026-04-04,3,원목 핸들 머그컵,주방,6,0,1.9,0.0,4.05
2026-04-04,4,무광 세라믹 접시 세트,주방,3,0,1.55,0.0,3.85
2026-04-04,5,북유럽 패브릭 포스터,인테리어,7,0,1.84,0.0,4.34
2026-04-04,6,대용량 디퓨저,생활,6,0,2.01,0.0,4.63
2026-04-04,7,아로마 캔들 세트,생활,12,1,1.98,0.0714,3.99
2026-04-04,8,무선 미니 가습기,가전,10,0,1.74,0.0,4.2
2026-04-04,9,탁상용 저소음 선풍기,가전,11,0,1.62,0.0,4.03
2026-04-04,10,프리미엄 호텔 침구 세트,침실,7,1,1.81,0.1111,4.3
2026-04-05,1,감성 무드등,조명,7,0,1.5,0.0,4.51
2026-04-05,2,메모리폼 경추 베개,침실,7,0,1.58,0.0,4.6
2026-04-05,3,원목 핸들 머그컵,주방,6,0,1.93,0.0,4.14
2026-04-05,4,무광 세라믹 접시 세트,주방,7,1,1.64,0.125,3.84
2026-04-05,5,북유럽 패브릭 포스터,인테리어,5,0,1.34,0.0,4.46
2026-04-05,6,대용량 디퓨저,생활,6,0,1.93,0.0,4.67
2026-04-05,7,아로마 캔들 세트,생활,7,0,1.7,0.0,3.92
2026-04-05,8,무선 미니 가습기,가전,4,0,1.37,0.0,4.21
2026-04-05,9,탁상용 저소음 선풍기,가전,4,1,2.0,0.25,4.0
2026-04-05,10,프리미엄 호텔 침구 세트,침실,4,1,1.77,0.1429,4.37
2026-04-06,1,감성 무드등,조명,3,0,1.78,0.0,4.31
2026-04-06,2,메모리폼 경추 베개,침실,2,0,1.68,0.0,4.53
2026-04-06,3,원목 핸들 머그컵,주방,10,0,1.71,0.0,4.21
2026-04-06,4,무광 세라믹 접시 세트,주방,7,1,1.83,0.125,3.73
2026-04-06,5,북유럽 패브릭 포스터,인테리어,6,0,2.11,0.0,4.27
2026-04-06,6,대용량 디퓨저,생활,5,0,2.41,0.0,4.47
2026-04-06,7,아로마 캔들 세트,생활,5,0,2.37,0.0,3.89
2026-04-06,8,무선 미니 가습기,가전,4,1,1.66,0.1667,4.18
2026-04-06,9,탁상용 저소음 선풍기,가전,2,0,2.52,0.0,4.06
2026-04-06,10,프리미엄 호텔 침구 세트,침실,4,1,1.79,0.2,4.39
2026-04-07,1,감성 무드등,조명,4,0,1.63,0.0,4.36
2026-04-07,2,메모리폼 경추 베개,침실,4,0,2.03,0.0,4.61
2026-04-07,3,원목 핸들 머그컵,주방,13,1,1.97,0.0769,4.26
2026-04-07,4,무광 세라믹 접시 세트,주방,4,4,2.85,0.6667,3.7
2026-04-07,5,북유럽 패브릭 포스터,인테리어,5,0,2.03,0.0,4.32
2026-04-07,6,대용량 디퓨저,생활,8,0,1.67,0.0,4.36
2026-04-07,7,아로마 캔들 세트,생활,6,1,1.69,0.1429,3.98
2026-04-07,8,무선 미니 가습기,가전,6,0,1.58,0.0,4.25
2026-04-07,9,탁상용 저소음 선풍기,가전,3,1,2.27,0.1667,4.01
2026-04-07,10,프리미엄 호텔 침구 세트,침실,4,0,2.02,0.0,4.33
2026-04-08,1,감성 무드등,조명,6,0,1.56,0.0,4.49
2026-04-08,2,메모리폼 경추 베개,침실,4,2,1.34,0.4,4.49
2026-04-08,3,원목 핸들 머그컵,주방,10,0,1.98,0.0,4.17
2026-04-08,4,무광 세라믹 접시 세트,주방,0,7,3.01,7.0,3.64
2026-04-08,5,북유럽 패브릭 포스터,인테리어,5,1,2.43,0.1667,4.27
2026-04-08,6,대용량 디퓨저,생활,7,0,1.55,0.0,4.4
2026-04-08,7,아로마 캔들 세트,생활,10,0,1.92,0.0,3.82
2026-04-08,8,무선 미니 가습기,가전,6,0,1.59,0.0,4.16
2026-04-08,9,탁상용 저소음 선풍기,가전,2,1,1.58,0.2,3.97
2026-04-08,10,프리미엄 호텔 침구 세트,침실,2,0,1.44,0.0,4.48
2026-04-09,1,감성 무드등,조명,5,0,1.54,0.0,4.53
2026-04-09,2,메모리폼 경추 베개,침실,7,0,1.7,0.0,4.64
2026-04-09,3,원목 핸들 머그컵,주방,8,1,1.85,0.125,4.27
2026-04-09,4,무광 세라믹 접시 세트,주방,0,4,2.7,4.0,3.59
2026-04-09,5,북유럽 패브릭 포스터,인테리어,5,0,1.71,0.0,4.5
2026-04-09,6,대용량 디퓨저,생활,9,0,2.14,0.0,4.58
2026-04-09,7,아로마 캔들 세트,생활,8,0,1.29,0.0,3.89
2026-04-09,8,무선 미니 가습기,가전,5,0,2.07,0.0,4.37
2026-04-09,9,탁상용 저소음 선풍기,가전,6,1,2.21,0.1667,3.89
2026-04-09,10,프리미엄 호텔 침구 세트,침실,5,0,2.34,0.0,4.41
2026-04-10,1,감성 무드등,조명,8,0,1.76,0.0,4.57
2026-04-10,2,메모리폼 경추 베개,침실,6,0,2.02,0.0,4.58
2026-04-10,3,원목 핸들 머그컵,주방,6,0,1.77,0.0,4.01
2026-04-10,4,무광 세라믹 접시 세트,주방,0,0,1.86,0.0,3.8
2026-04-10,5,북유럽 패브릭 포스터,인테리어,3,1,1.47,0.2,4.39
2026-04-10,6,대용량 디퓨저,생활,6,0,2.34,0.0,4.53
2026-04-10,7,아로마 캔들 세트,생활,10,0,1.7,0.0,4.01
2026-04-10,8,무선 미니 가습기,가전,7,0,1.77,0.0,4.13
2026-04-10,9,탁상용 저소음 선풍기,가전,4,1,1.92,0.1429,4.01
2026-04-10,10,프리미엄 호텔 침구 세트,침실,6,0,2.09,0.0,4.48
2026-04-11,1,감성 무드등,조명,6,0,1.78,0.0,4.59
2026-04-11,2,메모리폼 경추 베개,침실,8,0,1.5,0.0,4.65
2026-04-11,3,원목 핸들 머그컵,주방,6,0,1.93,0.0,4.19
2026-04-11,4,무광 세라믹 접시 세트,주방,7,0,1.27,0.0,3.82
2026-04-11,5,북유럽 패브릭 포스터,인테리어,4,0,1.83,0.0,4.46
2026-04-11,6,대용량 디퓨저,생활,7,0,1.97,0.0,4.48
2026-04-11,7,아로마 캔들 세트,생활,7,2,1.49,0.25,3.8
2026-04-11,8,무선 미니 가습기,가전,5,0,1.7,0.0,4.17
2026-04-11,9,탁상용 저소음 선풍기,가전,5,1,1.61,0.125,3.95
2026-04-11,10,프리미엄 호텔 침구 세트,침실,9,0,1.97,0.0,4.44
2026-04-12,1,감성 무드등,조명,6,0,1.73,0.0,4.57
2026-04-12,2,메모리폼 경추 베개,침실,7,0,1.95,0.0,4.71
2026-04-12,3,원목 핸들 머그컵,주방,5,0,1.76,0.0,4.11
2026-04-12,4,무광 세라믹 접시 세트,주방,3,0,1.51,0.0,3.9
2026-04-12,5,북유럽 패브릭 포스터,인테리어,2,0,1.83,0.0,4.36
2026-04-12,6,대용량 디퓨저,생활,8,0,1.8,0.0,4.32
2026-04-12,7,아로마 캔들 세트,생활,7,0,1.66,0.0,3.98
2026-04-12,8,무선 미니 가습기,가전,6,0,2.1,0.0,4.39
2026-04-12,9,탁상용 저소음 선풍기,가전,7,0,1.86,0.0,4.03
2026-04-12,10,프리미엄 호텔 침구 세트,침실,4,5,2.64,1.25,4.19
2026-04-13,1,감성 무드등,조명,8,1,1.95,0.125,4.4
2026-04-13,2,메모리폼 경추 베개,침실,8,0,1.73,0.0,4.67
2026-04-13,3,원목 핸들 머그컵,주방,8,0,1.53,0.0,4.26
2026-04-13,4,무광 세라믹 접시 세트,주방,9,1,1.79,0.1111,3.84
2026-04-13,5,북유럽 패브릭 포스터,인테리어,6,0,1.6,0.0,4.36
2026-04-13,6,대용량 디퓨저,생활,5,1,1.82,0.1429,4.48
2026-04-13,7,아로마 캔들 세트,생활,6,2,1.81,0.3333,3.73
2026-04-13,8,무선 미니 가습기,가전,3,0,1.87,0.0,4.13
2026-04-13,9,탁상용 저소음 선풍기,가전,2,0,1.29,0.0,4.06
2026-04-13,10,프리미엄 호텔 침구 세트,침실,0,5,2.69,5.0,4.15
2026-04-14,1,감성 무드등,조명,4,0,1.9,0.0,4.3
2026-04-14,2,메모리폼 경추 베개,침실,3,0,1.77,0.0,4.58
2026-04-14,3,원목 핸들 머그컵,주방,8,0,2.15,0.0,4.26
2026-04-14,4,무광 세라믹 접시 세트,주방,10,1,1.7,0.1,3.77
2026-04-14,5,북유럽 패브릭 포스터,인테리어,1,0,1.63,0.0,4.32
2026-04-14,6,대용량 디퓨저,생활,6,0,1.53,0.0,4.51
2026-04-14,7,아로마 캔들 세트,생활,6,1,2.12,0.125,3.89
2026-04-14,8,무선 미니 가습기,가전,6,0,1.67,0.0,4.21
2026-04-14,9,탁상용 저소음 선풍기,가전,3,0,2.01,0.0,4.17
2026-04-14,10,프리미엄 호텔 침구 세트,침실,0,3,2.42,3.0,4.15
2026-04-15,1,감성 무드등,조명,5,0,1.5,0.0,4.44
2026-04-15,2,메모리폼 경추 베개,침실,6,1,1.63,0.1429,4.62
2026-04-15,3,원목 핸들 머그컵,주방,11,1,1.75,0.0833,4.19
2026-04-15,4,무광 세라믹 접시 세트,주방,8,0,1.74,0.0,3.87
2026-04-15,5,북유럽 패브릭 포스터,인테리어,6,0,2.12,0.0,4.34
2026-04-15,6,대용량 디퓨저,생활,6,0,1.96,0.0,4.56
2026-04-15,7,아로마 캔들 세트,생활,4,0,1.79,0.0,3.91
2026-04-15,8,무선 미니 가습기,가전,7,1,2.19,0.1429,4.24
2026-04-15,9,탁상용 저소음 선풍기,가전,3,1,1.32,0.1667,4.03
2026-04-15,10,프리미엄 호텔 침구 세트,침실,0,9,2.87,9.0,4.11
2026-04-16,1,감성 무드등,조명,7,0,1.67,0.0,4.53
2026-04-16,2,메모리폼 경추 베개,침실,2,0,1.55,0.0,4.65
2026-04-16,3,원목 핸들 머그컵,주방,4,0,2.25,0.0,4.16
2026-04-16,4,무광 세라믹 접시 세트,주방,7,0,2.13,0.0,3.84
2026-04-16,5,북유럽 패브릭 포스터,인테리어,4,0,1.9,0.0,4.39
2026-04-16,6,대용량 디퓨저,생활,8,0,1.86,0.0,4.51
2026-04-16,7,아로마 캔들 세트,생활,7,1,1.71,0.1111,3.95
2026-04-16,8,무선 미니 가습기,가전,7,0,1.75,0.0,4.1
2026-04-16,9,탁상용 저소음 선풍기,가전,6,1,1.98,0.1429,3.92
2026-04-16,10,프리미엄 호텔 침구 세트,침실,0,0,1.75,0.0,4.41
2026-04-17,1,감성 무드등,조명,6,1,2.41,0.1111,4.33
2026-04-17,2,메모리폼 경추 베개,침실,5,0,1.86,0.0,4.62
2026-04-17,3,원목 핸들 머그컵,주방,8,0,1.47,0.0,4.28
2026-04-17,4,무광 세라믹 접시 세트,주방,10,1,1.77,0.1,3.65
2026-04-17,5,북유럽 패브릭 포스터,인테리어,5,1,1.82,0.1429,4.2
2026-04-17,6,대용량 디퓨저,생활,5,0,2.36,0.0,4.55
2026-04-17,7,아로마 캔들 세트,생활,6,0,2.12,0.0,3.96
2026-04-17,8,무선 미니 가습기,가전,7,0,1.97,0.0,4.27
2026-04-17,9,탁상용 저소음 선풍기,가전,6,0,1.71,0.0,4.18
2026-04-17,10,프리미엄 호텔 침구 세트,침실,7,0,2.16,0.0,4.46
2026-04-18,1,감성 무드등,조명,9,0,1.75,0.0,4.36
2026-04-18,2,메모리폼 경추 베개,침실,10,0,1.56,0.0,4.61
2026-04-18,3,원목 핸들 머그컵,주방,9,0,1.94,0.0,4.32
2026-04-18,4,무광 세라믹 접시 세트,주방,0,3,2.45,3.0,3.66
2026-04-18,5,북유럽 패브릭 포스터,인테리어,3,0,1.68,0.0,4.36
2026-04-18,6,대용량 디퓨저,생활,9,0,1.68,0.0,4.41
2026-04-18,7,아로마 캔들 세트,생활,12,1,1.98,0.0833,3.87
2026-04-18,8,무선 미니 가습기,가전,4,0,2.07,0.0,4.21
2026-04-18,9,탁상용 저소음 선풍기,가전,9,0,1.92,0.0,3.97
2026-04-18,10,프리미엄 호텔 침구 세트,침실,10,1,2.1,0.1,4.46
2026-04-19,1,감성 무드등,조명,6,0,1.75,0.0,4.43
2026-04-19,2,메모리폼 경추 베개,침실,4,0,1.81,0.0,4.51
2026-04-19,3,원목 핸들 머그컵,주방,7,0,1.69,0.0,4.16
2026-04-19,4,무광 세라믹 접시 세트,주방,0,5,3.44,5.0,3.54
2026-04-19,5,북유럽 패브릭 포스터,인테리어,2,0,2.35,0.0,4.36
2026-04-19,6,대용량 디퓨저,생활,5,0,1.41,0.0,4.52
2026-04-19,7,아로마 캔들 세트,생활,4,1,1.76,0.1667,3.78
2026-04-19,8,무선 미니 가습기,가전,1,1,1.95,0.25,4.27
2026-04-19,9,탁상용 저소음 선풍기,가전,8,0,1.8,0.0,3.96
2026-04-19,10,프리미엄 호텔 침구 세트,침실,6,0,1.93,0.0,4.28
2026-04-20,1,감성 무드등,조명,4,0,1.67,0.0,4.42
2026-04-20,2,메모리폼 경추 베개,침실,6,0,1.96,0.0,4.48
2026-04-20,3,원목 핸들 머그컵,주방,11,1,1.99,0.0833,4.17
